asin,vote,reviewText,overall,summary
B000YXC2LI,,I wished they had the same pants in a little larger size.,5,Five Stars
B000YXC2LI,,"Good fit, button holes sloppy, button get stuck.",3,Three Stars
B000YXC2LI,,Bought these for my father. He has been a 501 fan since the 70's. These jeans havnt changed and are durable. They also have a comfortable fit.,5,Levis 501's rock
B000YXC2LI,,The original jeans. That is all.,5,Five Stars
B000YXC2LI,,"I like the color of these jeans, however the man that would be wearing them did not like the button fly. He would prefer a zipper. So we returned these.",3,I like the color of these jeans
B000YXC2LI,,All is good,5,As expected
B000YXC2LI,,"yuck buttons, but Levis so ok",4,Four Stars
B000YXC2LI,2.0,"The only Jeans in my dresser are Levi's 501  34/30 in Indigo. I have 4 pairs purchased at Kohls and this one pair purchased on Amazon. The pair purchased from Amazon felt like thinner denim than all the rest. Now, after wearing them a handful of times in the three weeks I've owned them, there is a tear a the bottom of the fly. In all my years of wearing Levi's I've never had a tear in this location.",2,The pair purchased from Amazon felt like thinner denim than all the rest
B000YXC2LI,,awesome thanks,5,thanks
B000YXC2LI,,Terrible. Had button fly! Not zipper.  Nowhere did it say they were button fly.,1,One Star
B000YXC2LI,,cool,5,Five Stars
B000YXC2LI,,There just nothing like Levi's!,5,LOVE THEM!
B000YXC2LI,,good,5,Five Stars
B000YXC2LI,,Perfect,5,Five Stars
B000YXC2LI,,"I ordered blue and black jeans. The blue were perfect but the black were about.  1 1/2 "" longer.",3,A little too long.
B000YXC2LI,,These fit like all the other 501's I've been buying for the last 30 years. I ordered on Sunday so they ended up deliveryby courier on Wednesday.,5,These fit like all the other 501's I've been buying for the ...
B000YXC2LI,,"Good price, Levi quality, free prime shipping.",5,Five Stars
B000YXC2LI,,Item arrived as described and in good condition,5,Five Stars
B000YXC2LI,,"The label says 40W x 34L, but it's actually a 38W x 32L. You were wrong in the size of the pants. Now, what do I do with a pair of pants that are not my size and I can't use? APPALLING!",2,"The label says 40W x 34L, but it's actually 38W x 32L."
B000YXC2LI,,"Very nice, great price and shipping",5,Five Stars
B000YXC2LI,,"I have friends in production planning, one worked for New Era, and another with a rival denim manufacturer. A fitted baseball hat can have a +\- of 1/2"". This means if you order a baseball hat online, and your head measures an exact 7 1/2""' yo might receive a hat that is actually a,7"", or an 8"" hat, neither would be comfortable.

With jeans, the +\- is one (1) inch.per side, This means if you order a 38"" waist, with a,32"" inseam, pair of jeans, they could actually be a 40"" waist, with 30"" inseam, or any variable within.

These jeans are 40"" waist,and a 30"" inseam, but I'm really a 36 1/2, 31 1/2. They are loose, and make me look funny.
Not again",2,neither would be comfortable. With jeans
B000YXC2LI,,501 button fly are my favorite Levi's.  Bought the black pair and they are DEEP black. Fits as expected.,5,The classic in black.
B000YXC2LI,,"Overall I really like them but was surprised to discover the fly was buttons rather than a zipper. I have found opening the buttons awkward but am hopeful I just need to get used to it, I would not have bought the jeans if I had known they had this feature",4,Overall I really like them but was surprised to discover the fly was ...
B000YXC2LI,,good pants,5,Five Stars
B000YXC2LI,,My husband won't wear anything but Levis 501 jeans. They're great!,5,They're great!
B000YXC2LI,,,5,Five Stars
B000YXC2LI,5.0,"Have ordered jeans from Amazon before, never a problem. This pair might be fake. The stitching is way off on back pockets and the hem on the pant is thin. I compared the jeans to the pair I purchased from Amazon exactly 5 years ago and the difference is staggering. I suppose the could be factory seconds, but I'm guessing fake since labels are so different and placed in such different areas. Too bad I didn't notice before they were washed- lesson learned. I won't be purchasing anymore jeans from Amazon in the future.",1,Possible fake merchandise
B000YXC2LI,,Well its ok,4,Four Stars
B000YXC2LI,,They sit too low on the waist for my liking.,3,Three Stars
B000YXC2LI,,This pair shrunk and was never the same again. I believe that this is not an original Levi's product.,2,Two Stars
B000YXC2LI,2.0,"Too tight in the thighs, and much shorter than other jeans of the same dimensions.",2,didn't fit
B000YXC2LI,,Very happy with the fit and price of the jeans,5,Five Stars
B000YXC2LI,,I bought these for myself but were a tad small in the waist so I gave them to my husband who thinks they fit fine.,5,Nice
B000YXC2LI,,Great job thank you,5,Five Stars
B000YXC2LI,,Perfect absolutely what I needed for my husband ,5,Great product 
B000YXC2LI,,That being fixed me exactly that way I can spend,5,That being fixed me exactly that way I can spend
B000YXC2LI,,Fits just as expected,5,Five Stars
B000YXC2LI,,"Dont make them like they use 2, wore my last pair out in less than a year. Seems like that is standard these days.",4,Dont make them like they use 2
B000YXC2LI,,Forgot that these have a button fly. A little hard at first but as they are buttoned and unbuttoned the button holes expand and make it easier. They fit great.,4,Button Fly
B000YXC2LI,,Great way to buy 501s!,5,Five Stars
B000YXC2LI,,"Didn't know it had buttons instead of a zipper.  Was a little confused when putting them on. Other than that, they are very comfortable.",4,they are very comfortable.
B000YXC2LI,,"Great fitting jeans, love them.",5,Great deal.
B000YXC2LI,,It was a mexican fit no so good as expected,4,Four Stars
B000YXC2LI,,"Good fit, nice price!",4,Jeans
B000YXC2LI,,Perfect fit!,5,Five Stars
B000YXC2LI,,Great Levi's!,5,Five Stars
B000YXC2LI,,Good,4,Four Stars
B000YXC2LI,,Same as I remember.,5,Five Stars
B000YXC2LI,,very convenient,5,Five Stars
B000YXC2LI,,Perfect!,5,Perfect!
B000YXC2LI,,As they should be!!,5,Five Stars
B000YXC2LI,,Fantastic! Fit as expected. Original. Good quality!,5,Five Stars
B000YXC2LI,,They were exactly what my husband wanted.,5,Five Stars
B000YXC2LI,6.0,"When I was young, a long time ago, THE JEANS  to wear were Levi's 501. For whatever reasons, I moved away from 501's to designer jeans. They never fit as well, looked as good on and certainly cost a lot more. Well as I have aged, I have gotten smarter . I went back to try 501's. It took several trys to get the right size. But I didn't give up. The Levi's 501 are the best fitting jeans ever made. I didn't get the original shrink to fit. I did get the preshrunk ready to go. The fit is just as great as they were when I wore them in my teens. The fit is flattering, soooo comfortable, and perfect. They don't look like old lady jeans or jeans that are about to fall off. The waist is where it should be for jeans. The cut of the leg is great and the leg is great for boots, heels, sandles, or tennis shoes.  Yes, I am an older lady  (60+), but I still love my jeans and don't want to look like an old lady or a teenager. I am not wasting my money on any other jeans. I am sticking with button fly 501's . The perfect levi!!!",5,Perfect Levi.
B000YXC2LI,,JUST WHAT I EXPECTED,5,Five Stars
B000YXC2LI,,I buy this size all the time so I knew they would  I  like the original 501,5,... all the time so I knew they would I like the original
B000YXC2LI,,Much smaller than I anticipated. I had to go up a size. Not a deal breaker the jeans look great! Material is neither too thin or think. Color looks good after 1 washing.,4,Not a deal breaker the jeans look great! Material is neither too thin or think
B000YXC2LI,,"Purchased the Levi's at a great price and after I purchased it I wondered if it was such a great price as maybe it was a factory second?  Well, received the pants and they look great and fit fine.  Except there is a hole in the front pocket. (Big enough for my car keys to fall through it) So... I guess it was a Factory Second after all.  I'd send it back but it's not worth the hassle.  I'll just sew it up.  Just will think second about purchasing clothes from Amazon again.",2,Hole in the pocket.  Factory Second?
B000YXC2LI,,It's all he wears ;),5,LOVE THEM
B000YXC2LI,,didn't realize it'd have buttons/,4,Four Stars
B000YXC2LI,,Good product,4,Four Stars
B000YXC2LI,,"Fits great, quality is not an issue, glad I bought them",4,"Typical Levi jeans, fit asa good a all other pairs of Levi's"
B000YXC2LI,,"I've been wearing Levi's 501s since the 1980s.  They are the only jeans I wear.  I have noticed the hem at the bottom has gotten shall and they want to curl.  Levi's, if you are reading this.  It's not worth the penny you're saving.",5,They're the only jeans I wear.
B000YXC2LI,3.0,"I am a little past the mid 50s so I didn't know what to expect in a 501 jean.  I thought I would need a tad more room in the posterior.  The fit was as I remembered... perfect fit, comfort and durable.  I am glad that the quality of certain products endure.  ""When I wake up in the morning light / I pull on my jeans and I feel all right"".  ...",5,"Levis ""JUST AS I REMEMBERED"""
B000YXC2LI,,"Fit as a remembered 501s.  Good fit: 32x29.  I am 5'7"" and 155 lbs",5,Good fit
B000YXC2LI,,great jeans,5,Five Stars
B000YXC2LI,,nice pants,5,Five Stars
B000YXC2LI,,"Quick and easy!  A lot easier than having to waste time at a store trying to find the perfect pair of official Levi's.  Great quality, and like any good pair of Levi's they fit perfectly!",5,A great buy on the original 501 Button fly Levi's
B000YXC2LI,,"What else can one say about Levi's?  Perfect fit, Perfect look!",5,"Perfect fit, Perfect look"
B000YXC2LI,,what can you say about levis 501s  i wore them in jr high and high school and I'm still wearing them.  they fit well and like most levis they will last.,5,button fly is for every guy
B000YXC2LI,4.0,I thought I was getting unlucky so  bought a few pairs of levis in different styles but they all started getting holes at the top corners of the back pockets after just a few washings - and I hang them up to dry instead of using a dryer which should make them last even longer!  I can't believe it because Levis use to be high quality. Every pair I bought has done this so I am definitely changing to a different brand.,2,Levis are made poorly these days
B000YXC2LI,,My son loved the color and the fit.,5,Good Color and Good Fit
B000YXC2LI,,fit as espected,4,Four Stars
B000YXC2LI,,As always I am happy with this product.,5,Five Stars
B000YXC2LI,,great fit and look,5,Five Stars
B000YXC2LI,,Great jeans,5,Great!!!
B000YXC2LI,,The pants fit perfectly,5,Five Stars
B000YXC2LI,,"Very good product, patch it!!!",5,Five Stars
B000YXC2LI,,"Don't buy these jeans, I don't know what happened to Levi's but they just fall apart now. This is my second pair in a row that after a few months of wear have developed holes in the crotch area from the legs rubbing together. I only ordered the second pair because I was abroad and needed pants I knew would fit. DO NOT recommend unless you want to replace them very quickly!",2,DO NOT recommend unless you want to replace them very quickly
B000YXC2LI,,I didn't care for the button ups rather had a zipper instead but I'm gone keep them to motivate me to shed a few pounds.,4,I didn't care for the button ups rather had a ...
B000YXC2LI,,Too large and i did not realize that the fly has buttons  and not ZIPPER!!!,3,Three Stars
B000YXC2LI,,Awesome!,5,Five Stars
B000YXC2LI,,Fit good,5,Five Stars
B000YXC2LI,,Good,5,Five Stars
B000YXC2LI,,100% RECOMENDADO,5,Five Stars
B000YXC2LI,,Excellent,5,Five Stars
B000YXC2LI,,Good product,4,Four Stars
B000YXC2LI,,Good deal,5,Five Stars
B000YXC2LI,,My husband has always loved these jeans. Amazon had a great price and quick delivery.,5,Five Stars
B000YXC2LI,,"No complaints, fit just the way they should.",5,Great
B000YXC2LI,,Very nice!,4,Four Stars
B000YXC2LI,,"bought for my husband for Christmas, fit perfectly, the only weird thing was it's a button fly, no zipper.. He was fine about it though..",5,He was fine about it though
B000YXC2LI,,Nice...,5,Sweet
B000YXC2LI,,The same Levis I've worn since the 5th grade. The original and still the best! Bonus the rear pockets haven't been bedazzled !!!!!,5,The original and still the best
B000YXC2LI,,As expected.,5,Five Stars
B000YXC2LI,,"Perfect fit, fast delivery, Levi quality, great price.",5,Winner
B000YXC2LI,,One trouser shorter than the other. Poor quality.,1,Poor quality.
B000YXC2LI,,"Very useful pair of jeans, and long lasting as well. Item came exactly as ordered. Would recommend seller.",5,Five Stars
B000YXC2LI,,It's great to find the right fit,5,Five Stars
B000YXC2LI,,"I purchased 38/32 Levi 501 jeans, as I currently wear that size. What arrived was labeled 38/32, however either what I'm wearing now is labeled incorrectly or the ones that arrived are. These were at least 3 inches bigger around the waist and 2 to 3 longer in the leg.
Had to send them back. The return process was easy and simple.",3,Possible label failure
B000YXC2LI,,No zipper.  Didn't know it would come without a zipper.,2,No zipper. Didn't know it would come without a ...
B000YXC2LI,,"Came fast, fit perfect!",5,fit perfect!
B000YXC2LI,,"The color description was very very tricky! I am disappointed ! I wanted black jeans and I got dark grey jeans , I was leaving US to Egypt the next morning and had to accept.",3,Grey is the new Black! Disappointed !
B000YXC2LI,,Just like the ones from the store,5,Five Stars
B000YXC2LI,,Did not care for the acid wash.,2,Disappointed
B000YXC2LI,,"I've always worn jeans.  Since the early 70's, I decided to go commando and since then the jeans suit me just fine.  Getting the right pair is not hard for me to get because I always go with a sure bet and that is the 501's, button down.",5,I decided to go commando and since then the jeans suit me just fine. Getting the right pair is not hard for ...
B000YXC2LI,,Same as they ever were.,5,Five Stars
B000YXC2LI,,Love Levi's.,5,Great pair of jeans.
B000YXC2LI,,"Great price, fit perfect.",5,Five Stars
B000YXC2LI,,I like them.,4,Four Stars
B000YXC2LI,,Hard to go wrong with Levi's,5,Five Stars
B000YXC2LI,,I've never been disappointed with a pair of 501's - this pair was not an exception!,5,Still prefer a pair of 501's
B000YXC2LI,,"Son says their ok, just not his favorite style.",3,just not his favorite style.
B000YXC2LI,,"This pair seems a little longer than other pairs i've bought, but for the price and quality I'm very happy.",5,but for the price and quality I'm very happy.
B000YXC2LI,,There are better jeans you can buy,2,Two Stars
B000YXC2LI,,Jeans came in a reasonable amount of time and fit great.,5,... came in a reasonable amount of time and fit great.
B000YXC2LI,,Low quolity.,2,Two Stars
B000YXC2LI,,"I try to review clothes purchased on Amazon purely for sizing. I am a 6'1"", 135lb male. I wear a 31x34 which is not always the easiest to find. A number of the styles here are available in that size and fit as well as any other 31 waist pants I have owned",5,I try to review clothes purchased on Amazon purely for ...
B000YXC2LI,,Love ' em,5,love at first sight
B000YXC2LI,,Very nice,5,Five Stars
B000YXC2LI,,No complaints here,5,Five Stars
B000YXC2LI,,501's fit perfectly. Not a skoch more room and not girlfriend jeans.,5,For men
B000YXC2LI,,Product is exactly what I wanted!,5,Five Stars
B000YXC2LI,,"Very nice fitting Levi 501 jeans, and good quality.",5,Good fit - Good Quality!
B000YXC2LI,,"Great quality, fit great, best price anywhere I looked. Definitely only place to buy!",5,Five Stars
B000YXC2LI,,They are Levi's what more needs to be said.,5,Levi's 
B000YXC2LI,,Fit as stated...very happy :),5,very happy: )
B000YXC2LI,,I had a problem with 1 of 2 pairs that I bought. Got ahold of seller & he took care of the problem right away! Great seller and great product. I Will buy this product again & I will use this same seller also!,5,Great seller and great product
B000YXC2LI,,"These jeans were ridiculously long. It's the size my hisband normally wears, but they were so long he couldn't wear these.",2,These jeans were ridiculously long. It's the size my ...
B000YXC2LI,,My fault - I forgot that the 501s have button fly.,3,Three Stars
B000YXC2LI,,"Same size as I always order, but it didn't fit",2,Two Stars
B000YXC2LI,,ABOUT ONE INCH TOO LONG.,3,Three Stars
B000YXC2LI,,"High-quality denim. I did not realize I was getting the button fly. Decided to try it. Won't do that again. Otherwise, good quality and good fit.",4,"Good quality and fit. Won't go with the button fly in the future, though."
B000YXC2LI,,perfekt fit,5,Five Stars
B000YXC2LI,,They arrived on time and fit great.,5,Love my  Button Fly 501s
B000YXC2LI,,I ordered the wrong size. They were a gift.,4,Do you exchange
B000YXC2LI,,Awesome,5,Five Stars
B000YXC2LI,,Same reliable Levis fit.,5,reliable fit
B000YXC2LI,,Good price for a great pair of Levis,5,Five Stars
B000YXC2LI,4.0,"I have been in contact with Levi's customer support directly concerning these jeans I purchased from Amazon. They are NOT authentic Levi's. They are missing TWO belt loops at back of pants the material is lighter weight than it should be, the hems are not sewn nearly as well as the pants I ordered directly from Levi's. I will never again purchase Levi's from Amazon. These pants were made in Egypt and appear at first look to be real Levi's but don't be fooled like me. Save your money...",1,These pants were made in Egypt and appear at first look to be real Levi's but don't be fooled like me. Save your money
B000YXC2LI,,little tight...,3,Three Stars
B000YXC2LI,,"Bought a pair of Levi's at Kohl's and the quality was Way Better at Kohl's!!! What are these? Knockoffs??? And at fifty dollars a pair! Got me once, never again! NOT BARGIN BARN PRICES but BARGIN barn quality",2,Generic Levis
B000YXC2LI,,My husband loves the 501 Levi's these are perfect,5,Five Stars
B000YXC2LI,,Love them!,5,Five Stars
B000YXC2LI,,Can't go wrong with a pair of 501's!,5,Classic Levi's
B000YXC2LI,,"These fit as expected.  One oddity though is some stitching on the pockets is different than on all other 501's I've had.  This pair has light blue stitching and my others have the traditional gold stitching.  The rest of the pants is stitched with the gold stitching, it is just the pockets that has the blue.",4,As expected
B000YXC2LI,,No jeans stand up to wear and tear like Levis although I'm not a fan of the 501's button fly.,4,No jeans stand up to wear and tear like Levis although I'm not a fan of the 501's ...
B000YXC2LI,,I love them,5,Five Stars
B000YXC2LI,,Not the size I wanted. They were 48 w 30 L. I asked for 48 w 29 L. That to long for me.,1,Dissatisfied
B000YXC2LI,,"My 505's are 32W so when I ordered the 501's I figured 31W would be perfect. I was wrong! I am thinking the different styles were the issue which makes it my mistake, of which I won't make again. Shipping was good and timely though.",5,501 versus 505 must be where I went wrong
B000YXC2LI,,Bought as a gift,4,Four Stars
B000YXC2LI,,Great buy - now a month later price has jumped up significantly - will shop elsewhere going forward,5,Good Buy did not last long
B000YXC2LI,,Nice jeans.,5,Levi 501 Jeans
B000YXC2LI,4.0,I have been waiting  wearing Levi jeans my whole life and when they move production out of the United States the product went to hell. Side seems aren't straight hem is so short it rolls up but what can you do that's the way we do business here in the United States,3,Made in Mexico
B000YXC2LI,,"good fit,same as I remember when I bought them many years ago",4,"good fit, same as I remember when I bought ..."
B000YXC2LI,,Fit as expected,4,501 levis
B000YXC2LI,,Every other jeans brand I wear are 32X32. Levi's are the only ones that require a 34 waste. They run slightly small but are a great pair of jeans.,5,Levi's are the only ones that require a 34 waste. They run slightly small but are a great ...
B000YXC2LI,,I have worn 501's forever.  It fits well,4,Fit as expected.
B000YXC2LI,,I bought my boyfriend some jeans and they fit perfect.  They arrived within a couple days after I placed the order.  I will be ordering him so more.,5,I bought my boyfriend some jeans and they fit perfect. They arrived within a couple days after I ...
B000YXC2LI,,Great jeans.,5,Five Stars
B000YXC2LI,,Great fit,5,Five Stars
B000YXC2LI,,Great Product and great service,5,Five Stars
B000YXC2LI,,they were made better in the USA,4,Four Stars
B000YXC2LI,,Really like these 501s. The fit is as expected and color is perfect. The weight of the denim is lighter than the traditional 501s in black or blue.,5,Love them
B000YXC2LI,,Liked them all,5,Five Stars
B000YXC2LI,,"I'm such a weird size, 35, so happy 501s are offered in that size.",5,so happy 501s are offered in that size
B000YXC2LI,,Still good jeans but they don't feel the same.,4,Will buy again
B000YXC2LI,,Good price and fitnas expected. Will buy again.,4,Four Stars
B000YXC2LI,,labeled incorrectly.,1,One Star
B000YXC2LI,,Great Product.,5,Five Stars
B000YXC2LI,,Levi's always fit right for the big and tall family members I have to buy for.,4,Four Stars
B000YXC2LI,,"Tried other makers jeans, but the Levi's 501 fit the best and have the best quality. However the 31W -30 L were returned as being too tight at the waist. Ordered a pair of 32W - 30L and they fit fine.",5,but the Levi's 501 fit the best and have the best quality
B000YXC2LI,,To expensive and to tight. Can buy 3 Wranglers for the cost of 1 Levi,1,One Star
B000YXC2LI,,Perfect!,4,Four Stars
B000YXC2LI,,"length is wrong, I always order the same size but these are 2"" longer than usual",4,Four Stars
B000YXC2LI,,"Love the looks and fit of these jeans, but I seem to wear through them quickly.  Material seems a bit thinner than older Levis and I tend to have to buy a new pair after a few months.",3,Love the looks and fit of these jeans
B000YXC2LI,,"Good quality, sized right.  they slip off my waist a little",4,Four Stars
B000YXC2LI,,"The buttons are almost impossible to attach.  I would not recommend this jean.  When I ordered I though it had a zipper.

And it was expensive.",2,Do not recommend
B000YXC2LI,,Fit was right..,5,Fits well
B000YXC2LI,4.0,This is a test,5,This is a test
B000YXC2LI,,"They look great on my son.  He has super long legs and a tiny waist. Lucky, right?",5,perfect for that hard to fit kid
B000YXC2LI,,Waist size is not correct.  Ordered many Levi's with same waist size and this one is much smaller size.  had to return.,2,Waist size is not correct. Ordered many Levi's with ...
B000YXC2LI,,Good fit,5,Levi's
B000YXC2LI,,"We returned the pants due to the legs being too clingy. Overall, they were a good pair of pants if he had liked tighter jeans.",2,they were a good pair of pants if he had liked tighter jeans
B000YXC2LI,,I love it!,5,Five Stars
B000YXC2LI,,Still the same 501. What else can one say?,5,Five Stars
B000YXC2LI,,Did not even realize they still made 501's. hope they last like they used to,5,hope they last like they used
B000YXC2LI,,"Recently bought a pair of 501's directly from the Levis store online. They were having a 40% off event.  What garbage !  I have nothing positive to say about them. Quality, fit and finish have really gone downhill. I will not purchase any Levis products anylonger.",1,Levis=Garbage !
B000YXC2LI,,perfect,5,Five Stars
B000YXC2LI,,"Nothing but 501s for my guy--he's old school! He's also a size that can be a pain to find, and I was able to get exactly what I needed with this order. Extremely happy about that!",5,Extremely happy about that
B000YXC2LI,,"I bought these for a friend. Fit as expected, good quality material and authentic design.

They are very well constructed with no lose threads or discoloration. Be mindful when you wash them to turn them inside out and wash with alike colors.",5,5 stars
B000YXC2LI,,Product is great and came in a timely manner,5,Five Stars
B000YXC2LI,,Happy to find the right size waist which is not found in most stores.  Fits just right.,5,Five Stars
B000YXC2LI,,501s. No substitute,5,Five Stars
B000YXC2LI,,My favorite jeans.,5,Five Stars
B000YXC2LI,,Fit very well I'm going to buy anouther pair,4,Four Stars
B000YXC2LI,,great jeans,5,Five Stars
B000YXC2LI,,"These are the real deal. Good looking, tough, and reliable men's jeans. You can wear them to work one day and on a night out the next, no problem. Fits at your waist, expand just a little as you wear  them, and shrinks just a little after the first wash. Overall, stays about even.",5,"Real 501s, and that's review enough."
B000YXC2LI,,A bit small. Get a size bigger.,4,Four Stars
B000YXC2LI,,"They look good on my boyfriend. He says they're ""OK"".",5,good
B000YXC2LI,,What else can you say about Levi's 501 button fly jeans?? Please NEVER stop making these. Shipped quickly. Fit great!,5,"AWESOME JEANS, OF COURSE."
B000YXC2LI,,"levis jeans, automatic 4 star",4,Four Stars
B000YXC2LI,,"Lower quality fabric than some years ago and they use vanity sizing, but I expect that nowadays.",4,Four Stars
B000YXC2LI,,Had to return. They were to small.,1,One Star
B000YXC2LI,,Very nice...,5,Good choice.
B000YXC2LI,,"I am having a hard time finding a pair of 501s that fit like my old pairs. I wear 35x32, but the last pair I bought were too big and did  not shrink enough. I tried 34x32, which seem a bit tight. Do I need shrink to fit? Or was it a fluke?",3,... hard time finding a pair of 501s that fit like my old pairs
B000YXC2LI,,Perfect,5,Five Stars
B000YXC2LI,,Love these jeans.,5, Best choice this year!
B000YXC2LI,,"Nothing was wrong with these jeans, however they are fly buttoned.  My husband hates this kind.  He likes zippers.  I returned these and purchased the 505s.  He was very happy.",3,He was very happy.
B000YXC2LI,,"I don't know who these jeans were cut for, but the waist is roughly an inch and a half too big, while the thighs are so tight it's uncomfortable to sit down. If I had a potbelly and stick legs these might fit okay. The denim is ridiculously thin, and the stitching is already getting fuzzy and worn after only wearing them twice. I thought the quality control on the 501 stf's was bad, but these make those look like designer selvedge.",1,"I thought the quality control on the 501 stf's was bad, but these make those look like designer selvedge"
B000YXC2LI,,"As always, best pair of jeans in the world.",5,best pair of jeans in the world
B000YXC2LI,,Fake levi's. The tag on the back that has the size on it we're mis-sized and the little red levi's logo was missing as well. Do npt buy,1,FAKE LEVI'S
B000YXC2LI,,Always love levis 501's. Wear than every weekend and on casual days at work. My wife loves the button fly look.,5,Always love levis 501's
B000YXC2LI,,Classic fit,5,Classic fit
B000YXC2LI,,Great just what I wanted,5,Five Stars
B000YXC2LI,,My new go to place for jeans!,5,Five Stars
B000YXC2LI,,"I have another pair in a different color purchased a week before, in the exact same style, which came with the exact same tags, but these are larger & baggier. Just don't understand why.",3,Somewhat Large
B000YXC2LI,,Fit and look perfect.,5,Perfect
B000YXC2LI,,"They have all the hard sizes, 30 X 34, fit great. Hard to find Quick delivery.",5,"Great Selection, thank you."
B000YXC2LI,,"I've been wearing 501s forever. Buying from Amazon is easy, and the jeans are the same quality of a brick and mortar store.",5,"Buying from Amazon is easy, and the jeans are the same quality of ..."
B000YXC2LI,,Just like they have always been,5,Five Stars
B000YXC2LI,,great jeans,5,Five Stars
B000YXC2LI,,Excelente,5,Five Stars
B000YXC2LI,,My son loves the longer sturdy sizes!,5,"Found more sizes here, stores don't carry!"
B000YXC2LI,,"Really thin material. I was hoping to wear some denim while riding my new motorcycle. But these jeans won't protect against anything. The last pair of 501's I bought are much thicker. These aren't ""Work"" jeans.",3,"Very soft, flexible and comfortable, but..."
B000YXC2LI,,"I'm 6"", 180. Fit just right.  Pattern woven into the denim was unexpected.  They're jean, what the heck.",4,Four Stars
B000YXC2LI,,"Fit as expected. Jeans look and feel great for a great price. The only reason for 4 stars is the quality of denim is lower than what can be found in Levi's retail stores, which has sturdier denim at higher prices.",4,Happy customer
B000YXC2LI,,Wish we could return them.,3,Three Stars
B000YXC2LI,,Great fit. I'm satisfied.,5,Five Stars
B000YXC2LI,,Worked out perfect,5,Five Stars
B000YXC2LI,,Bought for a family member and he loves them. They fit nice. These are now his favorite pair of jeans!,5,They fit nice. These are now his favorite pair of jeans
B000YXC2LI,,This was a birthday gift for my nephew.  It is very hard for him to find the right length for his jeans.  Most places never carry his size.  This was a great find.  Fit him perfect and he loves them!,5,This was a great find. Fit him perfect and he loves them
B000YXC2LI,,But I have always loved 501s.,5,Five Stars
B000YXC2LI,,"Not quite perfect.

Ran a tad large for me, but not by much. Second button to top is difficult to push through. Color very close.",4,Not quite perfect. Ran a tad large for me
B000YXC2LI,,These are button fly,3,Three Stars
B000YXC2LI,,"Having Levi's 501 as you jean make life simpler.  The same jeans for decades, great price, always the same, the pant with longest history.  Know your size and order away.  Some will spend hours and hours and hours looking for the jeans they think look best and then spend 5 times as much as just going with the jean that started it all.",5,First wear as I write this
B000YXC2LI,,Jeans came faster than I was expecting....Tried them on and fit just like I hpoed they would!,5,Tried them on and fit just like I hpoed they would
B000YXC2LI,,Great jeans!,5,Five Stars
B000YXC2LI,,"perfect, classic 501 style",5,perfect
B000YXC2LI,,My ole man loves them.,5,Five Stars
B000YXC2LI,,I like that I can get a size that fits my length with having such long legs.,5,Five Stars
B000YXC2LI,,"All the pre washed seem to be long in length of legs. Would be ok to roll them up but lm not into rolled up pants legs. I always bought 34x30 washed 3 times and good length fit now a 29 length and I'm still walking on the hilm of the leg. Not good!  I need a 27"" Length to fit me today however 29"" seems to be the shortest inseam offered.",2,I always bought 34x30 washed 3 times and good length fit now a 29 length and I'm still ...
B000YXC2LI,,I bought a pair from kohl's the same size and they fit perfectly.  The ones I received from amazon were the same size but the fit is smaller?,4,I bought a pair from kohl's the same size and ...
B000YXC2LI,,A1,5,Five Stars
B000YXC2LI,,Mfr quality continues to decliine. Cuffs poorly stitched as are the front pockets,2,Two Stars
B000YXC2LI,,Perfect!,5,Five Stars
B000YXC2LI,,"Classic Mens 501 Original fit (not baggy, not skinny, just right) snow white 100% cotton jeans.",5,Snow White 501 Jeans
B000YXC2LI,,You can't go wrong with Levi!,5,lovely
B000YXC2LI,,i have 2 501 when i bought this before one of the size 54 is little bit big and one size52 is fit so i want but one more is comfortable so i buy size 54this time but it smaller then my old 52inch 501,1,... is fit so i want but one more is comfortable so i buy size 54this time but it smaller ...
B000YXC2LI,,These fit just as expected and the deal can't be beat.,4,Great deal
B000YXC2LI,,"<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Levi-s-Men-s-501-Original-Fit-Jean-Galindo-33x34/dp/B0000C320R/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Levi's Men's 501 Original Fit Jean, Galindo, 33x34</a>&nbsp;Long waited for these jeans, as I live in Ukraine. Kogda received the parcel could not believe my eyes, jeans were so small that I could not even wear them with great jeans usiliem. Na was not a single label. Made in Turkey, earlier ordered jeans and never had such problem. Obratno send fails because forvardingovuyu ordered through the company that back in the United States will not send. Will roll an ordinary useless rag. Before buying consider. I do not recommend these jeans !!!",1,Complete disappointment ...
B000YXC2LI,,What's to say.  Classic fit and button fly.  Wear them while you can.  I changed brands for awhile but these just felt right when I put them on.  I wish all the jeans in my closet were 501 Original Fit.,5,Same great feel
B000YXC2LI,,perfect classic Levi's 501!,5,Five Stars
B000YXC2LI,,fits as expected,3,Three Stars
B000YXC2LI,,"I am giving these a 1 star for two reasons, they seem lighter and the material seemed thin, but most importantly the seems were not straight the side seems ran up more in the front than the sides and did not feel comfortable, very disappointed, cant sell in the store so they sell on here",1,seems were crooked
B000YXC2LI,,Good price.,5,Five Stars
B000YXC2LI,,"Gerat for Work.
Very professional looking.",5,Gerat for Work. Very professional looking.
B000YXC2LI,,Great deal.... great delivery time,5,Five Stars
